,idlink,dataN-2,dataN-1,dataN,eqtype,acmLowerMode,freqband,bandwidth,acmEngine,esN-2,sesN-2,txMaxAN-2,txminAN-2,rxmaxAN-2,rxminAN-2,txMaxBN-2,txminBN-2,rxmaxBN-2,rxminBN-2,esN-1,sesN-1,txMaxAN-1,txminAN-1,rxmaxAN-1,rxminAN-1,txMaxBN-1,txminBN-1,rxmaxBN-1,rxminBN-1,esN,sesN,txMaxAN,txminAN,rxmaxAN,rxminAN,txMaxBN,txminBN,rxmaxBN,rxminBN,lowthr,ptx,RxNominal,Thr_min,label
2490,8382,2019-06-20 04:00:00,2019-06-20 04:15:00,2019-06-20 04:30:00,19,9,11,40,0,192.0,113.0,23.0,23.0,-59.0,-93.0,23.0,23.0,-61.0,-95.0,0.0,0.0,23.0,23.0,-70.0,-95.0,23.0,23.0,-71.0,-95.0,60.0,33.0,23.0,23.0,-60.0,-93.0,23.0,23.0,-62.0,-95.0,-66.5,23.0,-40,-85,0.0
2484,8382,2019-06-20 03:45:00,2019-06-20 04:00:00,2019-06-20 04:15:00,19,9,11,40,0,77.0,48.0,23.0,23.0,-48.0,-78.0,23.0,23.0,-52.0,-86.0,171.0,99.0,23.0,23.0,-59.0,-94.0,23.0,23.0,-64.0,-94.0,0.0,0.0,23.0,23.0,-71.0,-95.0,23.0,23.0,-74.0,-96.0,-66.5,23.0,-40,-85,0.0
2489,8382,2019-06-20 03:45:00,2019-06-20 04:00:00,2019-06-20 04:15:00,19,9,11,40,0,62.0,41.0,23.0,23.0,-48.0,-88.0,23.0,23.0,-49.0,-83.0,192.0,113.0,23.0,23.0,-59.0,-93.0,23.0,23.0,-61.0,-95.0,0.0,0.0,23.0,23.0,-70.0,-95.0,23.0,23.0,-71.0,-95.0,-66.5,23.0,-40,-85,0.0
2488,8382,2019-06-20 03:30:00,2019-06-20 03:45:00,2019-06-20 04:00:00,19,9,11,40,0,0.0,0.0,23.0,23.0,-42.0,-51.0,23.0,23.0,-43.0,-52.0,62.0,41.0,23.0,23.0,-48.0,-88.0,23.0,23.0,-49.0,-83.0,192.0,113.0,23.0,23.0,-59.0,-93.0,23.0,23.0,-61.0,-95.0,-66.5,23.0,-40,-85,0.0
2448,8386,2019-06-20 04:30:00,2019-06-20 04:45:00,2019-06-20 05:00:00,19,8,11,40,0,14.0,5.0,24.0,24.0,-50.0,-78.0,24.0,24.0,-49.0,-73.0,66.0,14.0,24.0,24.0,-55.0,-75.0,24.0,24.0,-55.0,-79.0,23.0,10.0,24.0,24.0,-51.0,-84.0,24.0,24.0,-51.0,-88.0,-69.5,24.0,-41,-85,0.0
1799,8852,2019-05-27 12:45:00,2019-05-27 13:00:00,2019-05-27 13:15:00,19,9,11,40,0,0.0,0.0,20.0,20.0,-50.0,-50.0,22.0,22.0,-50.0,-51.0,0.0,0.0,20.0,20.0,-50.0,-51.0,22.0,22.0,-51.0,-52.0,1.0,0.0,21.0,20.0,-52.0,-53.0,22.0,22.0,-51.0,-96.0,-66.5,23.0,-43,-85,5.0
1800,8852,2019-05-27 12:45:00,2019-05-27 13:00:00,2019-05-27 13:15:00,19,9,11,40,0,0.0,0.0,20.0,20.0,-49.0,-49.0,22.0,22.0,-51.0,-52.0,0.0,0.0,20.0,20.0,-49.0,-50.0,22.0,22.0,-51.0,-53.0,1.0,0.0,20.0,20.0,-50.0,-52.0,22.0,22.0,-52.0,-96.0,-66.5,23.0,-43,-85,5.0
2301,13016,2019-06-05 15:15:00,2019-06-05 15:30:00,2019-06-05 15:45:00,19,9,11,40,0,0.0,0.0,22.0,22.0,-36.0,-40.0,22.0,22.0,-37.0,-40.0,0.0,0.0,22.0,22.0,-37.0,-38.0,22.0,22.0,-38.0,-39.0,1.0,0.0,,,,,22.0,22.0,-38.0,-96.0,-66.5,23.0,-37,-85,5.0
2302,13016,2019-06-05 15:15:00,2019-06-05 15:30:00,2019-06-05 15:45:00,19,9,11,40,0,0.0,0.0,22.0,22.0,-37.0,-41.0,22.0,22.0,-37.0,-41.0,0.0,0.0,22.0,22.0,-38.0,-40.0,22.0,22.0,-39.0,-39.0,1.0,0.0,,,,,22.0,22.0,-37.0,-96.0,-66.5,23.0,-37,-85,5.0
2348,13016,2019-06-07 23:00:00,2019-06-07 23:15:00,2019-06-07 23:30:00,19,9,11,40,0,0.0,0.0,22.0,22.0,-33.0,-48.0,22.0,22.0,-33.0,-47.0,4.0,2.0,22.0,22.0,-29.0,-68.0,22.0,22.0,-30.0,-59.0,23.0,20.0,22.0,22.0,-38.0,-81.0,22.0,22.0,-39.0,-81.0,-66.5,23.0,-37,-85,3.0
2346,13016,2019-06-07 20:00:00,2019-06-07 20:15:00,2019-06-07 20:30:00,19,9,11,40,0,2.0,2.0,22.0,22.0,-36.0,-64.0,22.0,22.0,-36.0,-66.0,34.0,27.0,22.0,22.0,-40.0,-77.0,22.0,22.0,-39.0,-77.0,10.0,6.0,22.0,22.0,-29.0,-71.0,22.0,22.0,-29.0,-80.0,-66.5,23.0,-37,-85,3.0
2347,13016,2019-06-07 22:15:00,2019-06-07 22:30:00,2019-06-07 22:45:00,19,9,11,40,0,16.0,14.0,22.0,22.0,-36.0,-66.0,22.0,22.0,-36.0,-75.0,5.0,4.0,22.0,22.0,-32.0,-68.0,22.0,22.0,-33.0,-66.0,19.0,18.0,22.0,22.0,-36.0,-80.0,22.0,22.0,-35.0,-74.0,-66.5,23.0,-37,-85,3.0
578,13438,2018-10-31 16:45:00,2018-10-31 17:00:00,2018-10-31 17:15:00,19,2,18,28,1,0.0,0.0,14.0,14.0,-62.0,-63.0,14.0,14.0,-62.0,-63.0,1.0,0.0,18.0,14.0,-57.0,-90.0,18.0,14.0,-58.0,-63.0,1.0,0.0,18.0,14.0,-57.0,-90.0,18.0,14.0,-58.0,-63.0,-85.0,23.0,-47,-86,5.0
574,13438,2018-10-31 12:30:00,2018-10-31 12:45:00,2018-10-31 13:00:00,19,2,18,28,1,0.0,0.0,14.0,14.0,-62.0,-63.0,14.0,14.0,-61.0,-62.0,0.0,0.0,14.0,14.0,-62.0,-63.0,14.0,14.0,-61.0,-62.0,1.0,0.0,18.0,14.0,-57.0,-90.0,18.0,-6.0,-57.0,-62.0,-85.0,23.0,-47,-86,5.0
573,13438,2018-10-15 12:00:00,2018-10-15 12:15:00,2018-10-15 12:30:00,19,2,18,28,1,0.0,0.0,14.0,14.0,-62.0,-63.0,14.0,14.0,-62.0,-63.0,1.0,0.0,18.0,14.0,-63.0,-90.0,,,,-1.0,0.0,0.0,18.0,14.0,-58.0,-90.0,14.0,14.0,-62.0,-63.0,-85.0,23.0,-47,-86,5.0
582,13438,2018-10-31 19:45:00,2018-10-31 20:00:00,2018-10-31 20:15:00,19,2,18,28,1,0.0,0.0,14.0,14.0,-62.0,-63.0,14.0,14.0,-63.0,-63.0,0.0,0.0,14.0,14.0,-62.0,-63.0,14.0,14.0,-63.0,-63.0,1.0,0.0,18.0,14.0,-57.0,-90.0,18.0,14.0,-57.0,-63.0,-85.0,23.0,-47,-86,5.0
588,13438,2019-03-03 17:45:00,2019-03-03 18:00:00,2019-03-03 18:15:00,19,2,18,28,1,0.0,0.0,14.0,14.0,-62.0,-63.0,14.0,14.0,-62.0,-63.0,0.0,0.0,14.0,14.0,-61.0,-63.0,14.0,14.0,-62.0,-63.0,1.0,0.0,18.0,14.0,-56.0,-90.0,,,,-1.0,-85.0,23.0,-47,-86,5.0
568,13438,2018-09-02 17:00:00,2018-09-02 17:15:00,2018-09-02 17:30:00,19,2,18,28,1,0.0,0.0,16.0,14.0,-66.0,-68.0,15.0,15.0,-67.0,-71.0,1.0,0.0,18.0,14.0,-64.0,-93.0,,,,-1.0,0.0,0.0,18.0,14.0,-60.0,-93.0,18.0,14.0,-61.0,-66.0,-85.0,23.0,-47,-86,5.0
585,13438,2018-12-22 19:00:00,2018-12-22 19:15:00,2018-12-22 19:30:00,19,2,18,28,1,0.0,0.0,14.0,14.0,-61.0,-63.0,14.0,14.0,-61.0,-62.0,1.0,0.0,18.0,14.0,-61.0,-90.0,,,,-1.0,0.0,0.0,18.0,14.0,-57.0,-90.0,18.0,,-56.0,-62.0,-85.0,23.0,-47,-86,5.0
563,13438,2018-07-31 17:15:00,2018-07-31 17:30:00,2018-07-31 17:45:00,19,2,18,28,1,1.0,0.0,18.0,14.0,-63.0,-96.0,15.0,14.0,-62.0,-65.0,0.0,0.0,18.0,18.0,-96.0,-96.0,14.0,14.0,-62.0,-65.0,0.0,0.0,18.0,14.0,-58.0,-96.0,18.0,-99.0,-58.0,-65.0,-85.0,23.0,-47,-86,5.0
567,13438,2018-09-02 16:45:00,2018-09-02 17:00:00,2018-09-02 17:15:00,19,2,18,28,1,0.0,0.0,15.0,14.0,-64.0,-66.0,15.0,14.0,-65.0,-68.0,0.0,0.0,16.0,14.0,-66.0,-68.0,15.0,15.0,-67.0,-71.0,1.0,0.0,18.0,14.0,-64.0,-93.0,,,,-1.0,-85.0,23.0,-47,-86,5.0
1220,13438,2019-05-23 22:45:00,2019-05-23 23:00:00,2019-05-23 23:15:00,19,2,18,28,1,0.0,0.0,14.0,14.0,-60.0,-64.0,14.0,14.0,-60.0,-64.0,0.0,0.0,14.0,14.0,-60.0,-64.0,14.0,14.0,-61.0,-63.0,0.0,0.0,18.0,,-56.0,-91.0,18.0,,-58.0,-64.0,-85.0,23.0,-47,-86,5.0
559,13438,2018-07-31 15:15:00,2018-07-31 15:30:00,2018-07-31 15:45:00,19,2,18,28,1,1.0,0.0,18.0,14.0,-56.0,-96.0,18.0,-6.0,-58.0,-64.0,2.0,0.0,18.0,14.0,-58.0,-96.0,,,,-1.0,0.0,0.0,18.0,14.0,-57.0,-96.0,18.0,-6.0,-58.0,-65.0,-85.0,23.0,-47,-86,5.0
576,13438,2018-10-31 13:45:00,2018-10-31 14:00:00,2018-10-31 14:15:00,19,2,18,28,1,0.0,0.0,14.0,14.0,-62.0,-63.0,14.0,14.0,-62.0,-63.0,0.0,0.0,14.0,14.0,-62.0,-63.0,14.0,14.0,-62.0,-62.0,1.0,0.0,18.0,14.0,-58.0,-90.0,18.0,14.0,-57.0,-62.0,-85.0,23.0,-47,-86,5.0
590,13438,2019-03-03 18:15:00,2019-03-03 18:30:00,2019-03-03 18:45:00,19,2,18,28,1,1.0,0.0,18.0,14.0,-56.0,-90.0,,,,-1.0,3.0,0.0,18.0,14.0,-56.0,-90.0,,,,-1.0,0.0,0.0,18.0,14.0,-56.0,-90.0,18.0,14.0,-57.0,-63.0,-85.0,23.0,-47,-86,5.0
562,13438,2018-07-31 16:45:00,2018-07-31 17:00:00,2018-07-31 17:15:00,19,2,18,28,1,0.0,0.0,14.0,14.0,-62.0,-65.0,18.0,14.0,-58.0,-65.0,0.0,0.0,14.0,14.0,-62.0,-65.0,15.0,14.0,-62.0,-65.0,1.0,0.0,18.0,14.0,-63.0,-96.0,15.0,14.0,-62.0,-65.0,-85.0,23.0,-47,-86,5.0
561,13438,2018-07-31 15:45:00,2018-07-31 16:00:00,2018-07-31 16:15:00,19,2,18,28,1,0.0,0.0,18.0,14.0,-57.0,-96.0,18.0,-6.0,-58.0,-65.0,1.0,0.0,18.0,14.0,-58.0,-96.0,18.0,-6.0,-58.0,-65.0,0.0,0.0,18.0,14.0,-58.0,-96.0,18.0,14.0,-58.0,-65.0,-85.0,23.0,-47,-86,5.0
554,13438,2018-07-31 14:00:00,2018-07-31 14:15:00,2018-07-31 14:30:00,19,2,18,28,1,0.0,0.0,14.0,14.0,-61.0,-65.0,14.0,14.0,-62.0,-64.0,1.0,0.0,18.0,14.0,-61.0,-96.0,,,,-1.0,0.0,0.0,18.0,14.0,-58.0,-96.0,,,,-1.0,-85.0,23.0,-47,-86,5.0
575,13438,2018-10-31 13:00:00,2018-10-31 13:15:00,2018-10-31 13:30:00,19,2,18,28,1,1.0,0.0,18.0,14.0,-57.0,-90.0,18.0,-6.0,-57.0,-62.0,0.0,0.0,14.0,14.0,-62.0,-63.0,14.0,14.0,-61.0,-62.0,0.0,0.0,18.0,14.0,-58.0,-90.0,18.0,-6.0,-57.0,-62.0,-85.0,23.0,-47,-86,5.0
569,13438,2018-10-14 16:30:00,2018-10-14 16:45:00,2018-10-14 17:00:00,19,2,18,28,1,0.0,0.0,14.0,14.0,-62.0,-63.0,14.0,14.0,-62.0,-62.0,0.0,0.0,14.0,14.0,-62.0,-63.0,14.0,14.0,-62.0,-63.0,0.0,0.0,18.0,14.0,-58.0,-90.0,18.0,-99.0,-57.0,-62.0,-85.0,23.0,-47,-86,5.0
560,13438,2018-07-31 15:30:00,2018-07-31 15:45:00,2018-07-31 16:00:00,19,2,18,28,1,2.0,0.0,18.0,14.0,-58.0,-96.0,,,,-1.0,0.0,0.0,18.0,14.0,-57.0,-96.0,18.0,-6.0,-58.0,-65.0,1.0,0.0,18.0,14.0,-58.0,-96.0,18.0,-6.0,-58.0,-65.0,-85.0,23.0,-47,-86,5.0
584,13438,2018-12-22 18:45:00,2018-12-22 19:00:00,2018-12-22 19:15:00,19,2,18,28,1,0.0,0.0,14.0,14.0,-61.0,-63.0,14.0,14.0,-61.0,-62.0,0.0,0.0,14.0,14.0,-61.0,-63.0,14.0,14.0,-61.0,-62.0,1.0,0.0,18.0,14.0,-61.0,-90.0,,,,-1.0,-85.0,23.0,-47,-86,5.0
579,13438,2018-10-31 18:30:00,2018-10-31 18:45:00,2018-10-31 19:00:00,19,2,18,28,1,0.0,0.0,14.0,14.0,-62.0,-63.0,14.0,14.0,-62.0,-64.0,0.0,0.0,14.0,14.0,-62.0,-63.0,14.0,14.0,-63.0,-64.0,1.0,0.0,18.0,14.0,-57.0,-90.0,18.0,14.0,-58.0,-64.0,-85.0,23.0,-47,-86,5.0
556,13438,2018-07-31 14:30:00,2018-07-31 14:45:00,2018-07-31 15:00:00,19,2,18,28,1,0.0,0.0,18.0,14.0,-58.0,-96.0,,,,-1.0,1.0,0.0,18.0,14.0,-56.0,-96.0,18.0,-6.0,-57.0,-65.0,1.0,0.0,18.0,14.0,-55.0,-96.0,,,,-1.0,-85.0,23.0,-47,-86,5.0
557,13438,2018-07-31 14:45:00,2018-07-31 15:00:00,2018-07-31 15:15:00,19,2,18,28,1,1.0,0.0,18.0,14.0,-56.0,-96.0,18.0,-6.0,-57.0,-65.0,1.0,0.0,18.0,14.0,-55.0,-96.0,,,,-1.0,1.0,0.0,18.0,14.0,-56.0,-96.0,18.0,-6.0,-58.0,-64.0,-85.0,23.0,-47,-86,5.0
565,13438,2018-08-03 08:30:00,2018-08-03 08:45:00,2018-08-03 09:00:00,19,2,18,28,1,0.0,0.0,18.0,18.0,-96.0,-96.0,14.0,14.0,-62.0,-63.0,0.0,0.0,18.0,18.0,-96.0,-96.0,14.0,14.0,-62.0,-63.0,0.0,0.0,18.0,14.0,-57.0,-96.0,18.0,-5.0,-57.0,-63.0,-85.0,23.0,-47,-86,5.0
570,13438,2018-10-14 19:00:00,2018-10-14 19:15:00,2018-10-14 19:30:00,19,2,18,28,1,0.0,0.0,14.0,14.0,-63.0,-63.0,14.0,14.0,-62.0,-63.0,0.0,0.0,14.0,14.0,-63.0,-63.0,14.0,14.0,-62.0,-63.0,2.0,0.0,18.0,14.0,-58.0,-91.0,,,,-1.0,-85.0,23.0,-47,-86,5.0
558,13438,2018-07-31 15:00:00,2018-07-31 15:15:00,2018-07-31 15:30:00,19,2,18,28,1,1.0,0.0,18.0,14.0,-55.0,-96.0,,,,-1.0,1.0,0.0,18.0,14.0,-56.0,-96.0,18.0,-6.0,-58.0,-64.0,2.0,0.0,18.0,14.0,-58.0,-96.0,,,,-1.0,-85.0,23.0,-47,-86,5.0
572,13438,2018-10-15 11:45:00,2018-10-15 12:00:00,2018-10-15 12:15:00,19,2,18,28,1,0.0,0.0,14.0,14.0,-62.0,-63.0,14.0,14.0,-61.0,-63.0,0.0,0.0,14.0,14.0,-62.0,-63.0,14.0,14.0,-62.0,-63.0,1.0,0.0,18.0,14.0,-63.0,-90.0,,,,-1.0,-85.0,23.0,-47,-86,5.0
577,13438,2018-10-31 16:30:00,2018-10-31 16:45:00,2018-10-31 17:00:00,19,2,18,28,1,0.0,0.0,14.0,14.0,-62.0,-63.0,14.0,14.0,-62.0,-63.0,0.0,0.0,14.0,14.0,-62.0,-63.0,14.0,14.0,-62.0,-63.0,1.0,0.0,18.0,14.0,-57.0,-90.0,18.0,14.0,-58.0,-63.0,-85.0,23.0,-47,-86,5.0
586,13438,2018-12-22 20:45:00,2018-12-22 21:00:00,2018-12-22 21:15:00,19,2,18,28,1,0.0,0.0,14.0,14.0,-61.0,-63.0,14.0,14.0,-62.0,-63.0,0.0,0.0,14.0,14.0,-61.0,-63.0,14.0,14.0,-62.0,-63.0,1.0,0.0,18.0,14.0,-61.0,-90.0,,,,-1.0,-85.0,23.0,-47,-86,5.0
564,13438,2018-08-03 06:45:00,2018-08-03 07:00:00,2018-08-03 07:15:00,19,2,18,28,1,0.0,0.0,14.0,14.0,-62.0,-63.0,14.0,14.0,-62.0,-63.0,0.0,0.0,14.0,14.0,-62.0,-62.0,14.0,14.0,-62.0,-63.0,1.0,0.0,18.0,14.0,-62.0,-90.0,14.0,14.0,-63.0,-63.0,-85.0,23.0,-47,-86,5.0
589,13438,2019-03-03 18:00:00,2019-03-03 18:15:00,2019-03-03 18:30:00,19,2,18,28,1,0.0,0.0,14.0,14.0,-61.0,-63.0,14.0,14.0,-62.0,-63.0,1.0,0.0,18.0,14.0,-56.0,-90.0,,,,-1.0,3.0,0.0,18.0,14.0,-56.0,-90.0,,,,-1.0,-85.0,23.0,-47,-86,5.0
566,13438,2018-09-02 14:15:00,2018-09-02 14:30:00,2018-09-02 14:45:00,19,2,18,28,1,0.0,0.0,14.0,14.0,-61.0,-63.0,14.0,14.0,-62.0,-63.0,0.0,0.0,18.0,14.0,-61.0,-76.0,18.0,14.0,-61.0,-79.0,35.0,4.0,18.0,18.0,-77.0,-94.0,18.0,-99.0,-87.0,-97.0,-85.0,23.0,-47,-86,1.0
583,13438,2018-12-22 16:45:00,2018-12-22 17:00:00,2018-12-22 17:15:00,19,2,18,28,1,0.0,0.0,14.0,14.0,-62.0,-63.0,14.0,14.0,-62.0,-63.0,0.0,0.0,14.0,14.0,-62.0,-63.0,14.0,14.0,-63.0,-63.0,1.0,0.0,18.0,14.0,-58.0,-90.0,18.0,,-58.0,-63.0,-85.0,23.0,-47,-86,5.0
2403,13868,2019-06-06 22:30:00,2019-06-06 22:45:00,2019-06-06 23:00:00,19,9,11,40,0,10.0,9.0,22.0,22.0,-34.0,-80.0,22.0,22.0,-34.0,-67.0,0.0,0.0,22.0,22.0,-34.0,-55.0,22.0,22.0,-34.0,-53.0,13.0,7.0,22.0,22.0,-42.0,-75.0,22.0,22.0,-42.0,-76.0,-66.5,23.0,-42,-85,3.0
2160,19397,2019-06-05 02:00:00,2019-06-05 02:15:00,2019-06-05 02:30:00,19,9,11,40,0,0.0,0.0,22.0,22.0,-51.0,-54.0,22.0,22.0,-49.0,-51.0,0.0,0.0,22.0,22.0,-51.0,-53.0,22.0,22.0,-49.0,-50.0,2.0,0.0,22.0,22.0,-52.0,-54.0,22.0,22.0,-49.0,-52.0,-66.5,23.0,-42,-85,2.0
2159,19397,2019-06-05 02:00:00,2019-06-05 02:15:00,2019-06-05 02:30:00,19,9,11,40,0,0.0,0.0,22.0,22.0,-52.0,-54.0,22.0,22.0,-50.0,-51.0,0.0,0.0,22.0,22.0,-52.0,-53.0,22.0,22.0,-49.0,-50.0,3.0,0.0,22.0,22.0,-52.0,-55.0,22.0,22.0,-50.0,-52.0,-66.5,23.0,-42,-85,2.0
2471,21033,2019-06-20 05:00:00,2019-06-20 05:15:00,2019-06-20 05:30:00,19,9,11,40,0,0.0,0.0,22.0,22.0,-41.0,-52.0,22.0,22.0,-45.0,-57.0,8.0,8.0,22.0,22.0,-43.0,-75.0,22.0,22.0,-43.0,-63.0,16.0,12.0,22.0,22.0,-34.0,-67.0,22.0,22.0,-34.0,-80.0,-66.5,23.0,-50,-85,3.0
2472,21033,2019-06-20 05:15:00,2019-06-20 05:30:00,2019-06-20 05:45:00,19,9,11,40,0,8.0,8.0,22.0,22.0,-43.0,-75.0,22.0,22.0,-43.0,-63.0,16.0,12.0,22.0,22.0,-34.0,-67.0,22.0,22.0,-34.0,-80.0,2.0,0.0,22.0,22.0,-48.0,-64.0,22.0,22.0,-45.0,-78.0,-66.5,23.0,-50,-85,3.0
626,21270,2018-11-20 11:45:00,2018-11-20 12:00:00,2018-11-20 12:15:00,27,2,80,250,1,4.0,0.0,18.0,13.0,-50.0,-86.0,18.0,13.0,-49.0,-86.0,22.0,0.0,18.0,5.0,-59.0,-86.0,18.0,-2.0,-58.0,-86.0,1.0,0.0,18.0,-2.0,-59.0,-87.0,18.0,-2.0,-58.0,-86.0,-68.0,18.0,-43,-73,0.0
634,21270,2019-01-17 11:45:00,2019-01-17 12:00:00,2019-01-17 12:15:00,27,2,80,250,1,0.0,0.0,13.0,13.0,-43.0,-44.0,13.0,13.0,-42.0,-43.0,0.0,0.0,13.0,13.0,-43.0,-44.0,13.0,13.0,-42.0,-43.0,5.0,0.0,18.0,13.0,-44.0,-85.0,18.0,13.0,-43.0,-85.0,-68.0,18.0,-43,-73,0.0
631,21270,2018-12-16 22:15:00,2018-12-16 22:30:00,2018-12-16 22:45:00,27,2,80,250,1,0.0,0.0,18.0,13.0,-58.0,-77.0,18.0,13.0,-60.0,-73.0,21.0,0.0,18.0,13.0,-62.0,-84.0,18.0,13.0,-62.0,-85.0,94.0,15.0,18.0,15.0,-67.0,-80.0,18.0,15.0,-69.0,-83.0,-68.0,18.0,-43,-73,0.0
621,21270,2018-11-19 23:30:00,2018-11-19 23:45:00,2018-11-20 00:00:00,27,2,80,250,1,0.0,0.0,13.0,13.0,-43.0,-45.0,13.0,13.0,-42.0,-44.0,0.0,0.0,13.0,13.0,-44.0,-53.0,13.0,13.0,-43.0,-52.0,15.0,0.0,18.0,13.0,-53.0,-86.0,18.0,13.0,-52.0,-86.0,-68.0,18.0,-43,-73,0.0
610,21270,2018-09-07 02:30:00,2018-09-07 02:45:00,2018-09-07 03:00:00,27,2,80,250,1,0.0,0.0,13.0,13.0,-44.0,-57.0,13.0,13.0,-43.0,-55.0,5.0,0.0,18.0,-2.0,-57.0,-86.0,18.0,-2.0,-55.0,-86.0,5.0,0.0,18.0,-2.0,-66.0,-86.0,18.0,-2.0,-64.0,-86.0,-68.0,18.0,-43,-73,0.0
628,21270,2018-11-20 12:15:00,2018-11-20 12:30:00,2018-11-20 12:45:00,27,2,80,250,1,1.0,0.0,18.0,-2.0,-59.0,-87.0,18.0,-2.0,-58.0,-86.0,15.0,0.0,18.0,-2.0,-74.0,-86.0,18.0,-2.0,-70.0,-86.0,6.0,0.0,18.0,-2.0,-62.0,-87.0,18.0,4.0,-62.0,-86.0,-68.0,18.0,-43,-73,0.0
632,21270,2018-12-16 22:30:00,2018-12-16 22:45:00,2018-12-16 23:00:00,27,2,80,250,1,21.0,0.0,18.0,13.0,-62.0,-84.0,18.0,13.0,-62.0,-85.0,94.0,15.0,18.0,15.0,-67.0,-80.0,18.0,15.0,-69.0,-83.0,7.0,0.0,18.0,13.0,-52.0,-85.0,18.0,13.0,-52.0,-86.0,-68.0,18.0,-43,-73,0.0
625,21270,2018-11-20 11:30:00,2018-11-20 11:45:00,2018-11-20 12:00:00,27,2,80,250,1,18.0,6.0,18.0,-2.0,-52.0,-86.0,18.0,-2.0,-50.0,-86.0,4.0,0.0,18.0,13.0,-50.0,-86.0,18.0,13.0,-49.0,-86.0,22.0,0.0,18.0,5.0,-59.0,-86.0,18.0,-2.0,-58.0,-86.0,-68.0,18.0,-43,-73,0.0
623,21270,2018-11-20 11:00:00,2018-11-20 11:15:00,2018-11-20 11:30:00,27,2,80,250,1,0.0,0.0,15.0,13.0,-47.0,-67.0,15.0,13.0,-46.0,-66.0,0.0,0.0,15.0,13.0,-45.0,-66.0,15.0,13.0,-44.0,-65.0,18.0,6.0,18.0,-2.0,-52.0,-86.0,18.0,-2.0,-50.0,-86.0,-68.0,18.0,-43,-73,0.0
614,21270,2018-09-07 03:30:00,2018-09-07 03:45:00,2018-09-07 04:00:00,27,2,80,250,1,18.0,0.0,18.0,-2.0,-71.0,-86.0,18.0,-2.0,-67.0,-86.0,0.0,0.0,18.0,-2.0,-83.0,-86.0,18.0,-2.0,-82.0,-86.0,4.0,0.0,18.0,-2.0,-53.0,-86.0,18.0,-2.0,-52.0,-86.0,-68.0,18.0,-43,-73,0.0
618,21270,2018-09-13 22:00:00,2018-09-13 22:15:00,2018-09-13 22:30:00,27,2,80,250,1,16.0,3.0,18.0,13.0,-44.0,-86.0,18.0,13.0,-43.0,-85.0,34.0,11.0,18.0,-2.0,-78.0,-86.0,18.0,-2.0,-75.0,-86.0,35.0,1.0,18.0,1.0,-76.0,-86.0,18.0,2.0,-71.0,-86.0,-68.0,18.0,-43,-73,0.0
616,21270,2018-09-13 21:30:00,2018-09-13 21:45:00,2018-09-13 22:00:00,27,2,80,250,1,0.0,0.0,13.0,13.0,-44.0,-44.0,13.0,13.0,-43.0,-43.0,0.0,0.0,13.0,13.0,-44.0,-44.0,13.0,13.0,-43.0,-43.0,16.0,3.0,18.0,13.0,-44.0,-86.0,18.0,13.0,-43.0,-85.0,-68.0,18.0,-43,-73,0.0
608,21270,2018-09-07 01:30:00,2018-09-07 01:45:00,2018-09-07 02:00:00,27,2,80,250,1,9.0,1.0,18.0,-2.0,-44.0,-86.0,18.0,-2.0,-43.0,-85.0,28.0,0.0,18.0,-2.0,-79.0,-86.0,18.0,-2.0,-77.0,-86.0,6.0,0.0,18.0,13.0,-44.0,-85.0,18.0,13.0,-43.0,-85.0,-68.0,18.0,-43,-73,0.0
607,21270,2018-09-07 01:15:00,2018-09-07 01:30:00,2018-09-07 01:45:00,27,2,80,250,1,0.0,0.0,13.0,13.0,-44.0,-45.0,13.0,13.0,-43.0,-43.0,9.0,1.0,18.0,-2.0,-44.0,-86.0,18.0,-2.0,-43.0,-85.0,28.0,0.0,18.0,-2.0,-79.0,-86.0,18.0,-2.0,-77.0,-86.0,-68.0,18.0,-43,-73,0.0
606,21270,2018-09-07 01:00:00,2018-09-07 01:15:00,2018-09-07 01:30:00,27,2,80,250,1,0.0,0.0,13.0,13.0,-44.0,-45.0,13.0,13.0,-43.0,-43.0,0.0,0.0,13.0,13.0,-44.0,-45.0,13.0,13.0,-43.0,-43.0,9.0,1.0,18.0,-2.0,-44.0,-86.0,18.0,-2.0,-43.0,-85.0,-68.0,18.0,-43,-73,0.0
619,21270,2018-09-13 22:15:00,2018-09-13 22:30:00,2018-09-13 22:45:00,27,2,80,250,1,34.0,11.0,18.0,-2.0,-78.0,-86.0,18.0,-2.0,-75.0,-86.0,35.0,1.0,18.0,1.0,-76.0,-86.0,18.0,2.0,-71.0,-86.0,12.0,0.0,18.0,13.0,-44.0,-83.0,18.0,13.0,-43.0,-82.0,-68.0,18.0,-43,-73,0.0
612,21270,2018-09-07 03:00:00,2018-09-07 03:15:00,2018-09-07 03:30:00,27,2,80,250,1,5.0,0.0,18.0,-2.0,-66.0,-86.0,18.0,-2.0,-64.0,-86.0,5.0,0.0,18.0,15.0,-67.0,-86.0,18.0,15.0,-64.0,-85.0,18.0,0.0,18.0,-2.0,-71.0,-86.0,18.0,-2.0,-67.0,-86.0,-68.0,18.0,-43,-73,0.0
